time,"P(BJS|XBQ)","V(BJS|XBQ)","I(BJS|XBQ)","P(BJL1|XBQ)","V(BJL1|XBQ)","I(BJL1|XBQ)","P(BJL2|XBQ)","V(BJL2|XBQ)","I(BJL2|XBQ)","I(I_IN)","I(I_IBIAS)","V(IN)","V(OUT)","I(R_LOAD)","I(LIN|XBQ)","I(L0|XBQ)","I(L1|XBQ)","I(L2|XBQ)","I(RB|XBQ)","I(RJ1|XBQ)","I(RJ2|XBQ)"
7.080000e-11,1.690165e+02,1.894505e-03,0.000000e+00,1.300351e+01,1.219330e-05,1.431430e-05,1.293660e+01,2.646570e-06,2.027657e-05,0.000000e+00,3.500000e-05,1.906698e-03,-8.065760e-07,-8.065760e-08,0.000000e+00,-8.065760e-08,-1.468379e-05,2.031621e-05,3.500000e-05,3.694939e-07,1.202986e-07
7.090000e-11,1.695917e+02,1.914740e-03,0.000000e+00,1.300659e+01,8.394712e-06,1.434184e-05,1.293759e+01,4.192020e-06,2.006538e-05,0.000000e+00,3.500000e-05,1.923135e-03,1.478459e-06,1.478459e-07,0.000000e+00,1.478459e-07,-1.459622e-05,2.040378e-05,3.500000e-05,2.543852e-07,1.905464e-07
7.100000e-11,1.701608e+02,1.862813e-03,0.000000e+00,1.300853e+01,4.538080e-06,1.443400e-05,1.293895e+01,5.063821e-06,1.987968e-05,0.000000e+00,3.500000e-05,1.867352e-03,3.186254e-06,3.186254e-07,0.000000e+00,3.186254e-07,-1.457152e-05,2.042848e-05,3.500000e-05,1.375176e-07,2.301737e-07
7.110000e-11,1.707054e+02,1.751809e-03,0.000000e+00,1.300938e+01,9.746787e-07,1.457072e-05,1.294048e+01,5.312084e-06,1.973058e-05,0.000000e+00,3.500000e-05,1.752784e-03,4.277068e-06,4.277068e-07,0.000000e+00,4.277068e-07,-1.460026e-05,2.039974e-05,3.500000e-05,2.953572e-08,2.414584e-07
7.120000e-11,1.712130e+02,1.609987e-03,0.000000e+00,1.300925e+01,-2.034419e-06,1.473173e-05,1.294200e+01,5.031999e-06,1.962401e-05,0.000000e+00,3.500000e-05,1.607952e-03,4.771793e-06,4.771793e-07,0.000000e+00,4.771793e-07,-1.467008e-05,2.032992e-05,3.500000e-05,-6.164907e-08,2.287272e-07
7.130000e-11,1.716797e+02,1.468621e-03,0.000000e+00,1.300833e+01,-4.324631e-06,1.489833e-05,1.294339e+01,4.347306e-06,1.956119e-05,0.000000e+00,3.500000e-05,1.464296e-03,4.739216e-06,4.739216e-07,0.000000e+00,4.739216e-07,-1.476728e-05,2.023272e-05,3.500000e-05,-1.310494e-07,1.976048e-07
7.140000e-11,1.721094e+02,1.353309e-03,0.000000e+00,1.300684e+01,-5.824589e-06,1.505478e-05,1.294455e+01,3.394257e-06,1.953930e-05,0.000000e+00,3.500000e-05,1.347484e-03,4.281347e-06,4.281347e-07,0.000000e+00,4.281347e-07,-1.487828e-05,2.012172e-05,3.500000e-05,-1.765027e-07,1.542844e-07
7.150000e-11,1.725121e+02,1.280791e-03,0.000000e+00,1.300502e+01,-6.545357e-06,1.518909e-05,1.294540e+01,2.307418e-06,1.955252e-05,0.000000e+00,3.500000e-05,1.274246e-03,3.518469e-06,3.518469e-07,0.000000e+00,3.518469e-07,-1.499075e-05,2.000925e-05,3.500000e-05,-1.983442e-07,1.048826e-07
7.160000e-11,1.729015e+02,1.259375e-03,0.000000e+00,1.300308e+01,-6.564451e-06,1.529342e-05,1.294593e+01,1.208223e-06,1.959305e-05,0.000000e+00,3.500000e-05,1.252810e-03,2.575299e-06,2.575299e-07,0.000000e+00,2.575299e-07,-1.509450e-05,1.990550e-05,3.500000e-05,-1.989227e-07,5.491921e-08
7.170000e-11,1.732926e+02,1.290183e-03,0.000000e+00,1.300122e+01,-6.006962e-06,1.536400e-05,1.294614e+01,1.967676e-07,1.965216e-05,0.000000e+00,3.500000e-05,1.284176e-03,1.569289e-06,1.569289e-07,0.000000e+00,1.569289e-07,-1.518197e-05,1.981803e-05,3.500000e-05,-1.820292e-07,8.943983e-09
7.180000e-11,1.737000e+02,1.367402e-03,0.000000e+00,1.299958e+01,-5.025969e-06,1.540071e-05,1.294608e+01,-6.530197e-07,1.972110e-05,0.000000e+00,3.500000e-05,1.362376e-03,6.016947e-07,6.016947e-08,0.000000e+00,6.016947e-08,-1.524841e-05,1.975159e-05,3.500000e-05,-1.523021e-07,-2.968271e-08
7.190000e-11,1.741350e+02,1.477180e-03,0.000000e+00,1.299827e+01,-3.784031e-06,1.540644e-05,1.294580e+01,-1.295050e-06,1.979192e-05,0.000000e+00,3.500000e-05,1.473396e-03,-2.482995e-07,-2.482995e-08,0.000000e+00,-2.482995e-08,-1.529177e-05,1.970823e-05,3.500000e-05,-1.146676e-07,-5.886589e-08
7.200000e-11,1.746034e+02,1.596631e-03,0.000000e+00,1.299734e+01,-2.437199e-06,1.538628e-05,1.294536e+01,-1.710004e-06,1.985795e-05,0.000000e+00,3.500000e-05,1.594194e-03,-9.264620e-07,-9.264620e-08,0.000000e+00,-9.264620e-08,-1.531243e-05,1.968757e-05,3.500000e-05,-7.385451e-08,-7.772748e-08
7.210000e-11,1.751031e+02,1.696051e-03,0.000000e+00,1.299680e+01,-1.122485e-06,1.534668e-05,1.294483e+01,-1.902134e-06,1.991416e-05,0.000000e+00,3.500000e-05,1.694929e-03,-1.403686e-06,-1.403686e-07,0.000000e+00,-1.403686e-07,-1.531267e-05,1.968733e-05,3.500000e-05,-3.401471e-08,-8.646062e-08
7.220000e-11,1.756235e+02,1.746739e-03,0.000000e+00,1.299663e+01,5.073288e-08,1.529462e-05,1.294426e+01,-1.894574e-06,1.995735e-05,0.000000e+00,3.500000e-05,1.746789e-03,-1.673940e-06,-1.673940e-07,0.000000e+00,-1.673940e-07,-1.529616e-05,1.970384e-05,3.500000e-05,1.537360e-09,-8.611702e-08
7.230000e-11,1.761478e+02,1.731892e-03,0.000000e+00,1.299678e+01,1.005326e-06,1.523693e-05,1.294373e+01,-1.723873e-06,1.998602e-05,0.000000e+00,3.500000e-05,1.732898e-03,-1.750571e-06,-1.750571e-07,0.000000e+00,-1.750571e-07,-1.526739e-05,1.973261e-05,3.500000e-05,3.046443e-08,-7.835788e-08
7.240000e-11,1.766575e+02,1.653265e-03,0.000000e+00,1.299717e+01,1.697349e-06,1.517967e-05,1.294326e+01,-1.434332e-06,2.000025e-05,0.000000e+00,3.500000e-05,1.654963e-03,-1.661596e-06,-1.661596e-07,0.000000e+00,-1.661596e-07,-1.523111e-05,1.976889e-05,3.500000e-05,5.143483e-08,-6.519691e-08
7.250000e-11,1.771371e+02,1.528826e-03,0.000000e+00,1.299773e+01,2.113885e-06,1.512779e-05,1.294289e+01,-1.072698e-06,2.000137e-05,0.000000e+00,3.500000e-05,1.530940e-03,-1.444556e-06,-1.444556e-07,0.000000e+00,-1.444556e-07,-1.519184e-05,1.980816e-05,3.500000e-05,6.405714e-08,-4.875900e-08
7.260000e-11,1.775773e+02,1.384150e-03,0.000000e+00,1.299838e+01,2.268548e-06,1.508485e-05,1.294262e+01,-6.836066e-07,1.999163e-05,0.000000e+00,3.500000e-05,1.386418e-03,-1.141483e-06,-1.141483e-07,0.000000e+00,-1.141483e-07,-1.515359e-05,1.984641e-05,3.500000e-05,6.874389e-08,-3.107303e-08
7.270000e-11,1.779760e+02,1.243745e-03,0.000000e+00,1.299904e+01,2.195464e-06,1.505298e-05,1.294247e+01,-3.060361e-07,1.997384e-05,0.000000e+00,3.500000e-05,1.245941e-03,-7.943798e-07,-7.943798e-08,0.000000e+00,-7.943798e-08,-1.511951e-05,1.988049e-05,3.500000e-05,6.652921e-08,-1.391073e-08
7.280000e-11,1.783371e+02,1.126169e-03,0.000000e+00,1.299965e+01,1.942543e-06,1.503298e-05,1.294243e+01,2.909725e-08,1.995099e-05,0.000000e+00,3.500000e-05,1.128111e-03,-4.415281e-07,-4.415281e-08,0.000000e+00,-4.415281e-08,-1.509184e-05,1.990816e-05,3.500000e-05,5.886493e-08,1.322602e-09
7.290000e-11,1.786687e+02,1.043088e-03,0.000000e+00,1.300017e+01,1.564762e-06,1.502442e-05,1.294247e+01,3.001966e-07,1.992600e-05,0.000000e+00,3.500000e-05,1.044652e-03,-1.147946e-07,-1.147946e-08,0.000000e+00,-1.147946e-08,-1.507184e-05,1.992816e-05,3.500000e-05,4.741703e-08,1.364530e-08
7.300000e-11,1.789819e+02,1.000539e-03,0.000000e+00,1.300057e+01,1.118051e-06,1.502598e-05,1.294259e+01,4.951938e-07,1.990143e-05,0.000000e+00,3.500000e-05,1.001657e-03,1.620097e-07,1.620097e-08,0.000000e+00,1.620097e-08,-1.505986e-05,1.994014e-05,3.500000e-05,3.388034e-08,2.250881e-08
7.310000e-11,1.792890e+02,1.000599e-03,0.000000e+00,1.300084e+01,6.542093e-07,1.503567e-05,1.294275e+01,6.108820e-07,1.987936e-05,0.000000e+00,3.500000e-05,1.001253e-03,3.737632e-07,3.737632e-08,0.000000e+00,3.737632e-08,-1.505550e-05,1.994450e-05,3.500000e-05,1.982452e-08,2.776736e-08
7.320000e-11,1.796025e+02,1.042364e-03,0.000000e+00,1.300097e+01,2.171087e-07,1.505117e-05,1.294294e+01,6.515888e-07,1.986126e-05,0.000000e+00,3.500000e-05,1.042581e-03,5.137868e-07,5.137868e-08,0.000000e+00,5.137868e-08,-1.505775e-05,1.994225e-05,3.500000e-05,6.579051e-09,2.961767e-08
7.330000e-11,1.799343e+02,1.121790e-03,0.000000e+00,1.300098e+01,-1.597113e-07,1.507005e-05,1.294313e+01,6.274285e-07,1.984798e-05,0.000000e+00,3.500000e-05,1.121630e-03,5.828997e-07,5.828997e-08,0.000000e+00,5.828997e-08,-1.506521e-05,1.993479e-05,3.500000e-05,-4.839737e-09,2.851948e-08
7.340000e-11,1.802941e+02,1.230419e-03,0.000000e+00,1.300089e+01,-4.541074e-07,1.509003e-05,1.294330e+01,5.523629e-07,1.983982e-05,0.000000e+00,3.500000e-05,1.229965e-03,5.879864e-07,5.879864e-08,0.000000e+00,5.879864e-08,-1.507627e-05,1.992373e-05,3.500000e-05,-1.376083e-08,2.510740e-08
7.350000e-11,1.806883e+02,1.353705e-03,0.000000e+00,1.300073e+01,-6.552017e-07,1.510917e-05,1.294345e+01,4.422767e-07,1.983655e-05,0.000000e+00,3.500000e-05,1.353050e-03,5.402917e-07,5.402917e-08,0.000000e+00,5.402917e-08,-1.508932e-05,1.991068e-05,3.500000e-05,-1.985460e-08,2.010349e-08
7.360000e-11,1.811175e+02,1.470578e-03,0.000000e+00,1.300052e+01,-7.622871e-07,1.512594e-05,1.294356e+01,3.132341e-07,1.983756e-05,0.000000e+00,3.500000e-05,1.469816e-03,4.536415e-07,4.536415e-08,0.000000e+00,4.536415e-08,-1.510284e-05,1.989716e-05,3.500000e-05,-2.309961e-08,1.423791e-08
7.370000e-11,1.815759e+02,1.556443e-03,0.000000e+00,1.300030e+01,-7.830394e-07,1.513928e-05,1.294364e+01,1.800366e-07,1.984199e-05,0.000000e+00,3.500000e-05,1.555660e-03,3.427606e-07,3.427606e-08,0.000000e+00,3.427606e-08,-1.511555e-05,1.988445e-05,3.500000e-05,-2.372847e-08,8.183484e-09
7.380000e-11,1.820508e+02,1.590218e-03,0.000000e+00,1.300007e+01,-7.313198e-07,1.514866e-05,1.294367e+01,5.515465e-08,1.984882e-05,0.000000e+00,3.500000e-05,1.589487e-03,2.218178e-07,2.218178e-08,0.000000e+00,2.218178e-08,-1.512650e-05,1.987350e-05,3.500000e-05,-2.216121e-08,2.507030e-09
7.390000e-11,1.825256e+02,1.562176e-03,0.000000e+00,1.299987e+01,-6.248341e-07,1.515396e-05,1.294367e+01,-5.194290e-08,1.985701e-05,0.000000e+00,3.500000e-05,1.561552e-03,1.032840e-07,1.032840e-08,0.000000e+00,1.032840e-08,-1.513503e-05,1.986497e-05,3.500000e-05,-1.893437e-08,-2.361041e-09
7.400000e-11,1.829831e+02,1.477329e-03,0.000000e+00,1.299970e+01,-4.828790e-07,1.515547e-05,1.294365e+01,-1.350730e-07,1.986559e-05,0.000000e+00,3.500000e-05,1.476846e-03,-2.853444e-09,-2.853444e-10,0.000000e+00,-2.853444e-10,-1.514084e-05,1.985916e-05,3.500000e-05,-1.463270e-08,-6.139680e-09
7.410000e-11,1.834095e+02,1.352246e-03,0.000000e+00,1.299958e+01,-3.243595e-07,1.515374e-05,1.294360e+01,-1.912832e-07,1.987374e-05,0.000000e+00,3.500000e-05,1.351922e-03,-8.951439e-08,-8.951439e-09,0.000000e+00,-8.951439e-09,-1.514391e-05,1.985609e-05,3.500000e-05,-9.829076e-09,-8.694689e-09
7.420000e-11,1.837964e+02,1.208131e-03,0.000000e+00,1.299951e+01,-1.661997e-07,1.514950e-05,1.294354e+01,-2.205231e-07,1.988082e-05,0.000000e+00,3.500000e-05,1.207965e-03,-1.526187e-07,-1.526187e-08,0.000000e+00,-1.526187e-08,-1.514447e-05,1.985553e-05,3.500000e-05,-5.036355e-09,-1.002378e-08
7.430000e-11,1.841410e+02,1.064484e-03,0.000000e+00,1.299948e+01,-2.221697e-08,1.514360e-05,1.294347e+01,-2.251209e-07,1.988640e-05,0.000000e+00,3.500000e-05,1.064461e-03,-1.908984e-07,-1.908984e-08,0.000000e+00,-1.908984e-08,-1.514292e-05,1.985708e-05,3.500000e-05,-6.732417e-10,-1.023277e-08
7.440000e-11,1.844454e+02,9.357516e-04,0.000000e+00,1.299949e+01,9.752712e-08,1.513684e-05,1.294341e+01,-2.091464e-07,1.989026e-05,0.000000e+00,3.500000e-05,9.358491e-04,-2.054972e-07,-2.054972e-08,0.000000e+00,-2.054972e-08,-1.513980e-05,1.986020e-05,3.500000e-05,2.955367e-09,-9.506653e-09
7.450000e-11,1.847152e+02,8.308606e-04,0.000000e+00,1.299953e+01,1.869277e-07,1.512998e-05,1.294335e+01,-1.777365e-07,1.989238e-05,0.000000e+00,3.500000e-05,8.310475e-04,-1.994313e-07,-1.994313e-08,0.000000e+00,-1.994313e-08,-1.513564e-05,1.986436e-05,3.500000e-05,5.664474e-09,-8.078932e-09
7.460000e-11,1.849579e+02,7.543748e-04,0.000000e+00,1.299960e+01,2.436534e-07,1.512364e-05,1.294331e+01,-1.364508e-07,1.989288e-05,0.000000e+00,3.500000e-05,7.546184e-04,-1.769843e-07,-1.769843e-08,0.000000e+00,-1.769843e-08,-1.513102e-05,1.986898e-05,3.500000e-05,7.383437e-09,-6.202308e-09
7.470000e-11,1.851823e+02,7.080908e-04,0.000000e+00,1.299967e+01,2.686657e-07,1.511827e-05,1.294327e+01,-9.070589e-08,1.989202e-05,0.000000e+00,3.500000e-05,7.083595e-04,-1.431002e-07,-1.431002e-08,0.000000e+00,-1.431002e-08,-1.512641e-05,1.987359e-05,3.500000e-05,8.141385e-09,-4.122995e-09
7.480000e-11,1.853973e+02,6.923718e-04,0.000000e+00,1.299975e+01,2.655353e-07,1.511418e-05,1.294325e+01,-4.532603e-08,1.989011e-05,0.000000e+00,3.500000e-05,6.926373e-04,-1.028293e-07,-1.028293e-08,0.000000e+00,-1.028293e-08,-1.512223e-05,1.987777e-05,3.500000e-05,8.046525e-09,-2.060274e-09
7.490000e-11,1.856122e+02,7.069662e-04,0.000000e+00,1.299982e+01,2.396547e-07,1.511149e-05,1.294324e+01,-4.226890e-09,1.988752e-05,0.000000e+00,3.500000e-05,7.072059e-04,-6.086528e-08,-6.086528e-09,0.000000e+00,-6.086528e-09,-1.511876e-05,1.988124e-05,3.500000e-05,7.262265e-09,-1.921314e-10
7.500000e-11,1.858360e+02,7.512634e-04,0.000000e+00,1.299989e+01,1.974333e-07,1.511019e-05,1.294325e+01,2.976309e-08,1.988460e-05,0.000000e+00,3.500000e-05,7.514608e-04,-2.119781e-08,-2.119781e-09,0.000000e+00,-2.119781e-09,-1.511617e-05,1.988383e-05,3.500000e-05,5.982828e-09,1.352868e-09
7.510000e-11,1.860775e+02,8.239824e-04,0.000000e+00,1.299994e+01,1.455497e-07,1.511012e-05,1.294326e+01,5.495353e-08,1.988166e-05,0.000000e+00,3.500000e-05,8.241279e-04,1.310990e-08,1.310990e-09,0.000000e+00,1.310990e-09,-1.511453e-05,1.988547e-05,3.500000e-05,4.410597e-09,2.497888e-09
7.520000e-11,1.863449e+02,9.222809e-04,0.000000e+00,1.299998e+01,9.031650e-08,1.511108e-05,1.294328e+01,7.073368e-08,1.987896e-05,0.000000e+00,3.500000e-05,9.223712e-04,4.002172e-08,4.002172e-09,0.000000e+00,4.002172e-09,-1.511382e-05,1.988618e-05,3.500000e-05,2.736864e-09,3.215167e-09
7.530000e-11,1.866447e+02,1.040345e-03,0.000000e+00,1.300000e+01,3.719259e-08,1.511280e-05,1.294330e+01,7.742988e-08,1.987670e-05,0.000000e+00,3.500000e-05,1.040383e-03,5.852074e-08,5.852074e-09,0.000000e+00,5.852074e-09,-1.511393e-05,1.988607e-05,3.500000e-05,1.127048e-09,3.519540e-09
7.540000e-11,1.869812e+02,1.167835e-03,0.000000e+00,1.300000e+01,-9.540906e-09,1.511498e-05,1.294332e+01,7.610651e-08,1.987500e-05,0.000000e+00,3.500000e-05,1.167825e-03,6.851333e-08,6.851333e-09,0.000000e+00,6.851333e-09,-1.511469e-05,1.988531e-05,3.500000e-05,-2.891184e-10,3.459387e-09
7.550000e-11,1.873546e+02,1.289146e-03,0.000000e+00,1.299999e+01,-4.694232e-08,1.511735e-05,1.294334e+01,6.833842e-08,1.987390e-05,0.000000e+00,3.500000e-05,1.289099e-03,7.066953e-08,7.066953e-09,0.000000e+00,7.066953e-09,-1.511593e-05,1.988407e-05,3.500000e-05,-1.422495e-09,3.106292e-09
7.560000e-11,1.877595e+02,1.384955e-03,0.000000e+00,1.299997e+01,-7.342418e-08,1.511967e-05,1.294336e+01,5.597989e-08,1.987339e-05,0.000000e+00,3.500000e-05,1.384882e-03,6.622547e-08,6.622547e-09,0.000000e+00,6.622547e-09,-1.511745e-05,1.988255e-05,3.500000e-05,-2.224975e-09,2.544541e-09
7.570000e-11,1.881856e+02,1.436815e-03,0.000000e+00,1.299995e+01,-8.864634e-08,1.512174e-05,1.294338e+01,4.095100e-08,1.987341e-05,0.000000e+00,3.500000e-05,1.436726e-03,5.677188e-08,5.677188e-09,0.000000e+00,5.677188e-09,-1.511906e-05,1.988094e-05,3.500000e-05,-2.686253e-09,1.861409e-09
7.580000e-11,1.886180e+02,1.433303e-03,0.000000e+00,1.299992e+01,-9.331910e-08,1.512343e-05,1.294339e+01,2.505712e-08,1.987385e-05,0.000000e+00,3.500000e-05,1.433210e-03,4.405005e-08,4.405005e-09,0.000000e+00,4.405005e-09,-1.512060e-05,1.987940e-05,3.500000e-05,-2.827851e-09,1.138960e-09
7.590000e-11,1.890404e+02,1.374130e-03,0.000000e+00,1.299990e+01,-8.894986e-08,1.512466e-05,1.294339e+01,9.851276e-09,1.987462e-05,0.000000e+00,3.500000e-05,1.374041e-03,2.977152e-08,2.977152e-09,0.000000e+00,2.977152e-09,-1.512196e-05,1.987804e-05,3.500000e-05,-2.695450e-09,4.477853e-10
7.600000e-11,1.894384e+02,1.269578e-03,0.000000e+00,1.299987e+01,-7.756589e-08,1.512539e-05,1.294339e+01,-3.456304e-09,1.987557e-05,0.000000e+00,3.500000e-05,1.269501e-03,1.547329e-08,1.547329e-09,0.000000e+00,1.547329e-09,-1.512304e-05,1.987696e-05,3.500000e-05,-2.350482e-09,-1.571047e-10
7.610000e-11,1.898012e+02,1.136024e-03,0.000000e+00,1.299985e+01,-6.144180e-08,1.512567e-05,1.294339e+01,-1.404213e-08,1.987659e-05,0.000000e+00,3.500000e-05,1.135962e-03,2.414588e-09,2.414588e-10,0.000000e+00,2.414588e-10,-1.512381e-05,1.987619e-05,3.500000e-05,-1.861873e-09,-6.382786e-10
7.620000e-11,1.901228e+02,9.905202e-04,0.000000e+00,1.299984e+01,-4.285489e-08,1.512555e-05,1.294338e+01,-2.147142e-08,1.987758e-05,0.000000e+00,3.500000e-05,9.904774e-04,-8.483163e-09,-8.483163e-10,0.000000e+00,-8.483163e-10,-1.512425e-05,1.987575e-05,3.500000e-05,-1.298633e-09,-9.759734e-10
7.630000e-11,1.904016e+02,8.469901e-04,0.000000e+00,1.299983e+01,-2.388472e-08,1.512510e-05,1.294338e+01,-2.566559e-08,1.987845e-05,0.000000e+00,3.500000e-05,8.469662e-04,-1.665582e-08,-1.665582e-09,0.000000e+00,-1.665582e-09,-1.512438e-05,1.987562e-05,3.500000e-05,-7.237794e-10,-1.166618e-09
7.640000e-11,1.906393e+02,7.147542e-04,0.000000e+00,1.299982e+01,-6.266465e-09,1.512444e-05,1.294337e+01,-2.684442e-08,1.987916e-05,0.000000e+00,3.500000e-05,7.147479e-04,-2.188109e-08,-2.188109e-09,0.000000e+00,-2.188109e-09,-1.512425e-05,1.987575e-05,3.500000e-05,-1.898929e-10,-1.220201e-09
7.650000e-11,1.908398e+02,5.988253e-04,0.000000e+00,1.299982e+01,8.698833e-09,1.512365e-05,1.294336e+01,-2.545249e-08,1.987967e-05,0.000000e+00,3.500000e-05,5.988340e-04,-2.423589e-08,-2.423589e-09,0.000000e+00,-2.423589e-09,-1.512391e-05,1.987609e-05,3.500000e-05,2.636010e-10,-1.156931e-09
7.660000e-11,1.910082e+02,5.010131e-04,0.000000e+00,1.299983e+01,2.017957e-08,1.512283e-05,1.294336e+01,-2.207927e-08,1.987997e-05,0.000000e+00,3.500000e-05,5.010333e-04,-2.403522e-08,-2.403522e-09,0.000000e+00,-2.403522e-09,-1.512344e-05,1.987656e-05,3.500000e-05,6.115021e-10,-1.003603e-09
7.670000e-11,1.911496e+02,4.211335e-04,0.000000e+00,1.299983e+01,2.780126e-08,1.512205e-05,1.294335e+01,-1.738106e-08,1.988007e-05,0.000000e+00,3.500000e-05,4.211613e-04,-2.176117e-08,-2.176117e-09,0.000000e+00,-2.176117e-09,-1.512290e-05,1.987710e-05,3.500000e-05,8.424623e-10,-7.900483e-10
7.680000e-11,1.912692e+02,3.579818e-04,0.000000e+00,1.299984e+01,3.159631e-08,1.512139e-05,1.294334e+01,-1.201117e-08,1.988000e-05,0.000000e+00,3.500000e-05,3.580134e-04,-1.799026e-08,-1.799026e-09,0.000000e+00,-1.799026e-09,-1.512234e-05,1.987766e-05,3.500000e-05,9.574638e-10,-5.459625e-10
7.690000e-11,1.913719e+02,3.099939e-04,0.000000e+00,1.299985e+01,3.192721e-08,1.512086e-05,1.294334e+01,-6.563144e-09,1.987980e-05,0.000000e+00,3.500000e-05,3.100258e-04,-1.332563e-08,-1.332563e-09,0.000000e+00,-1.332563e-09,-1.512183e-05,1.987817e-05,3.500000e-05,9.674912e-10,-2.983247e-10
7.700000e-11,1.914620e+02,2.756440e-04,0.000000e+00,1.299986e+01,2.939470e-08,1.512051e-05,1.294334e+01,-1.529471e-09,1.987951e-05,0.000000e+00,3.500000e-05,2.756734e-04,-8.339268e-09,-8.339268e-10,0.000000e+00,-8.339268e-10,-1.512140e-05,1.987860e-05,3.500000e-05,8.907485e-10,-6.952139e-11
7.710000e-11,1.915434e+02,2.536604e-04,0.000000e+00,1.299987e+01,2.474171e-08,1.512031e-05,1.294334e+01,2.723252e-09,1.987916e-05,0.000000e+00,3.500000e-05,2.536851e-04,-3.527406e-09,-3.527406e-10,0.000000e+00,-3.527406e-10,-1.512106e-05,1.987894e-05,3.500000e-05,7.497488e-10,1.237842e-10
7.720000e-11,1.916198e+02,2.431281e-04,0.000000e+00,1.299987e+01,1.876227e-08,1.512028e-05,1.294334e+01,5.963638e-09,1.987881e-05,0.000000e+00,3.500000e-05,2.431469e-04,7.192318e-10,7.192318e-11,0.000000e+00,7.192318e-11,-1.512084e-05,1.987916e-05,3.500000e-05,5.685538e-10,2.710744e-10
7.730000e-11,1.916946e+02,2.435321e-04,0.000000e+00,1.299988e+01,1.222253e-08,1.512037e-05,1.294334e+01,8.091243e-09,1.987848e-05,0.000000e+00,3.500000e-05,2.435443e-04,4.130578e-09,4.130578e-10,0.000000e+00,4.130578e-10,-1.512074e-05,1.987926e-05,3.500000e-05,3.703797e-10,3.677838e-10
7.740000e-11,1.917711e+02,2.547666e-04,0.000000e+00,1.299988e+01,5.798534e-09,1.512055e-05,1.294335e+01,9.121582e-09,1.987820e-05,0.000000e+00,3.500000e-05,2.547724e-04,6.558994e-09,6.558994e-10,0.000000e+00,6.558994e-10,-1.512073e-05,1.987927e-05,3.500000e-05,1.757131e-10,4.146174e-10
7.750000e-11,1.918528e+02,2.771288e-04,0.000000e+00,1.299988e+01,3.326344e-11,1.512080e-05,1.294335e+01,9.163685e-09,1.987798e-05,0.000000e+00,3.500000e-05,2.771289e-04,7.969981e-09,7.969981e-10,0.000000e+00,7.969981e-10,-1.512080e-05,1.987920e-05,3.500000e-05,1.007983e-12,4.165312e-10
7.760000e-11,1.919430e+02,3.112940e-04,0.000000e+00,1.299988e+01,-4.686847e-09,1.512108e-05,1.294335e+01,8.393526e-09,1.987784e-05,0.000000e+00,3.500000e-05,3.112893e-04,8.424634e-09,8.424634e-10,0.000000e+00,8.424634e-10,-1.512094e-05,1.987906e-05,3.500000e-05,-1.420257e-10,3.815239e-10
7.770000e-11,1.920457e+02,3.582628e-04,0.000000e+00,1.299988e+01,-8.137380e-09,1.512136e-05,1.294335e+01,7.026397e-09,1.987776e-05,0.000000e+00,3.500000e-05,3.582547e-04,8.056906e-09,8.056906e-10,0.000000e+00,8.056906e-10,-1.512111e-05,1.987889e-05,3.500000e-05,-2.465873e-10,3.193817e-10
7.780000e-11,1.921648e+02,4.192525e-04,0.000000e+00,1.299988e+01,-1.024619e-08,1.512162e-05,1.294336e+01,5.290866e-09,1.987775e-05,0.000000e+00,3.500000e-05,4.192423e-04,7.048599e-09,7.048599e-10,0.000000e+00,7.048599e-10,-1.512131e-05,1.987869e-05,3.500000e-05,-3.104905e-10,2.404939e-10
7.790000e-11,1.923049e+02,4.954836e-04,0.000000e+00,1.299987e+01,-1.107203e-08,1.512183e-05,1.294336e+01,3.406291e-09,1.987779e-05,0.000000e+00,3.500000e-05,4.954726e-04,5.604705e-09,5.604705e-10,0.000000e+00,5.604705e-10,-1.512149e-05,1.987851e-05,3.500000e-05,-3.355161e-10,1.548314e-10
7.800000e-11,1.924707e+02,5.877917e-04,0.000000e+00,1.299987e+01,-1.077565e-08,1.512199e-05,1.294336e+01,1.565235e-09,1.987788e-05,0.000000e+00,3.500000e-05,5.877809e-04,3.931189e-09,3.931189e-10,0.000000e+00,3.931189e-10,-1.512166e-05,1.987834e-05,3.500000e-05,-3.265347e-10,7.114703e-11
7.810000e-11,1.926669e+02,6.959769e-04,0.000000e+00,1.299987e+01,-9.587063e-09,1.512209e-05,1.294336e+01,-7.856785e-11,1.987798e-05,0.000000e+00,3.500000e-05,6.959673e-04,2.216736e-09,2.216736e-10,0.000000e+00,2.216736e-10,-1.512180e-05,1.987820e-05,3.500000e-05,-2.905171e-10,-3.571266e-12
7.820000e-11,1.928980e+02,8.178369e-04,0.000000e+00,1.299987e+01,-7.772838e-09,1.512213e-05,1.294336e+01,-1.416650e-09,1.987811e-05,0.000000e+00,3.500000e-05,8.178291e-04,6.193166e-10,6.193166e-11,0.000000e+00,6.193166e-11,-1.512190e-05,1.987810e-05,3.500000e-05,-2.355405e-10,-6.439318e-11
7.830000e-11,1.931671e+02,9.479716e-04,0.000000e+00,1.299986e+01,-5.605993e-09,1.512213e-05,1.294336e+01,-2.387106e-09,1.987823e-05,0.000000e+00,3.500000e-05,9.479660e-04,-7.420891e-10,-7.420891e-11,0.000000e+00,-7.420891e-11,-1.512196e-05,1.987804e-05,3.500000e-05,-1.698786e-10,-1.085048e-10
